quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude
Californie,Villa,15522.0,Bon état,1005,33.5731,-7.6298
Racine,Appartement,20231.0,Bon état,173,33.587,-7.6386
Californie,Appartement,17214.0,Bon état,91,33.5731,-7.6298
Maarif Extension,Appartement,30484.0,Neuf,31,33.578,-7.6419
Ain Diab,Villa,26480.0,Bon état,321,33.5955,-7.684
Les Princesses,Appartement,17544.0,Neuf,171,33.582,-7.638
Les Princesses,Appartement,17919.0,Bon état,173,33.582,-7.638
Californie,Appartement,17214.0,Bon état,91,33.5731,-7.6298
Ain Sebaa,Appartement,11333.0,Bon état,75,33.606,-7.544
Riviera,Studio,23585.0,Bon état,53,33.5937,-7.6716
Ain Sebaa,Appartement,13263.0,Neuf,77,33.606,-7.544
Bourgogne Est,Appartement,19262.0,Bon état,122,33.589,-7.6113
Ain Diab,Appartement,20137.0,Bon état,293,33.5955,-7.684
Les Princesses,Studio,21667.0,Bon état,60,33.582,-7.638
Ain Diab,Appartement,29545.0,Bon état,220,33.5955,-7.684
Ain Diab Extension,Villa,20374.0,Bon état,589,33.598,-7.701
Ain Diab Extension,Appartement,28462.0,Bon état,130,33.598,-7.701
Californie,Villa,22222.0,Bon état,450,33.5731,-7.6298
Maarif Extension,Appartement,16102.0,Recent,177,33.578,-7.6419
Racine,Appartement,16162.0,Bon état,198,33.587,-7.6386
Nassim,Villa,10256.0,Bon état,390,33.575,-7.619
Californie,Appartement,16914.0,Bon état,133,33.5731,-7.6298
Maarif Extension,Appartement,25000.0,Bon état,54,33.578,-7.6419
Riviera,Appartement,13791.0,Bon état,148,33.5937,-7.6716
Oasis,Studio,19643.0,Bon état,56,33.564,-7.6223
Polo,Villa,10764.0,Bon état,929,33.584,-7.652
Ain Diab,Appartement,21533.0,Bon état,150,33.5955,-7.684
Polo,Villa,12742.0,Bon état,620,33.584,-7.652
Californie,Appartement,17073.0,Bon état,96,33.5731,-7.6298
Maarif Extension,Appartement,23684.0,Neuf,76,33.578,-7.6419
Ain Sebaa,Appartement,10759.0,Bon état,79,33.606,-7.544
Ain Sebaa,Appartement,14267.0,Bon état,70,33.606,-7.544
Racine,Appartement,19481.0,Bon état,154,33.587,-7.6386
Triangle d'Or,Appartement,18410.0,Bon état,239,33.592,-7.613
Oasis,Appartement,23404.0,Bon état,47,33.564,-7.6223
Californie,Villa,19118.0,Bon état,680,33.5731,-7.6298
Ain Diab Extension,Villa,28571.0,Bon état,420,33.598,-7.701
Ferme Bretonne,Appartement,19590.0,Neuf,122,33.549,-7.5944
Ferme Bretonne,Appartement,17791.0,Bon état,86,33.549,-7.5944
Ain Diab,Villa,21000.0,Neuf,500,33.5955,-7.684
Bourgogne Ouest,Appartement,16667.0,Neuf,87,33.5895,-7.6156
Gauthier,Appartement,13372.0,Bon état,172,33.5894,-7.6323
Racine,Appartement,15238.0,Bon état,210,33.587,-7.6386
Triangle d'Or,Appartement,14815.0,Bon état,189,33.592,-7.613
Bourgogne Ouest,Appartement,13258.0,Neuf,132,33.5895,-7.6156
Triangle d'Or,Appartement,19444.0,Bon état,90,33.592,-7.613
Racine,Appartement,18717.0,Recent,187,33.587,-7.6386
Beausejour,Appartement,11870.0,Recent,139,33.591,-7.6251
Californie,Appartement,20779.0,Bon état,43,33.5731,-7.6298
Riviera,Appartement,16792.0,Bon état,96,33.5937,-7.6716
Anfa,Appartement,25145.0,Bon état,173,33.5892,-7.6554
Triangle d'Or,Appartement,16535.0,Bon état,127,33.592,-7.613
Californie,Villa,20000.0,Bon état,1100,33.5731,-7.6298
Ain Diab,Villa,42857.0,Bon état,700,33.5955,-7.684
Maarif Extension,Appartement,11039.0,Bon état,77,33.578,-7.6419
Californie,Appartement,16914.0,Bon état,133,33.5731,-7.6298
Maarif Extension,Appartement,30484.0,Neuf,31,33.578,-7.6419
Ain Sebaa,Appartement,10101.0,Bon état,99,33.606,-7.544
Ain Sebaa,Appartement,12865.0,Bon état,77,33.606,-7.544
Belvedere,Appartement,140777.0,Bon état,103,33.5901,-7.5939
Ain Diab,Villa,23529.0,Bon état,1020,33.5955,-7.684
Gauthier,Appartement,16667.0,Bon état,150,33.5894,-7.6323
Ain Diab,Villa,17742.0,Bon état,1550,33.5955,-7.684
Californie,Villa,17500.0,Neuf,680,33.5731,-7.6298
Ain Diab,Villa,25571.0,Bon état,350,33.5955,-7.684
Anfa,Villa,33333.0,Bon état,600,33.5892,-7.6554
Les Princesses,Studio,30952.0,Neuf,42,33.582,-7.638
Sidi Maarouf,Appartement,13445.0,Neuf,125,33.5433,-7.6578
Ain Diab,Villa,22000.0,Bon état,500,33.5955,-7.684
Racine,Appartement,20588.0,Neuf,170,33.587,-7.6386
Salam,Appartement,14378.0,A renover,201,33.5487,-7.6411
Californie,Appartement,17079.0,Bon état,95,33.5731,-7.6298
Riviera,Appartement,17184.0,Neuf,98,33.5937,-7.6716
Anfa,Appartement,26455.0,Bon état,189,33.5892,-7.6554
Oasis,Appartement,18750.0,Bon état,80,33.564,-7.6223
Palmier,Studio,22105.0,Bon état,57,33.5784,-7.625
Oasis,Studio,22857.0,Bon état,56,33.564,-7.6223
Bourgogne Ouest,Studio,23684.0,Bon état,57,33.5895,-7.6156
Oasis,Studio,24107.0,Bon état,56,33.564,-7.6223
Californie,Appartement,17073.0,Bon état,96,33.5731,-7.6298
Maarif Extension,Appartement,25000.0,Neuf,54,33.578,-7.6419
Ain Sebaa,Appartement,10400.0,Neuf,100,33.606,-7.544
Ain Sebaa,Appartement,14407.0,Bon état,91,33.606,-7.544
Val Fleury,Appartement,20000.0,Bon état,72,33.565,-7.637
Belvedere,Appartement,14409.0,Bon état,93,33.5901,-7.5939
Sidi Maarouf,Appartement,11556.0,Neuf,92,33.5433,-7.6578
Maarif Extension,Duplex,15200.0,Bon état,100,33.578,-7.6419
Maarif Extension,Appartement,24000.0,Bon état,55,33.578,-7.6419
Gauthier,Appartement,19492.0,Neuf,118,33.5894,-7.6323
Maarif Extension,Villa,31250.0,Bon état,400,33.578,-7.6419
Oasis,Villa,32500.0,A renover,160,33.564,-7.6223
Ain Diab Extension,Appartement,15079.0,Bon état,126,33.598,-7.701
Ain Diab,Villa,19292.0,Bon état,565,33.5955,-7.684
Beausejour,Appartement,19091.0,Bon état,110,33.591,-7.6251
Californie,Appartement,17050.0,Bon état,100,33.5731,-7.6298
Anfa,Appartement,26627.0,Bon état,169,33.5892,-7.6554
Maarif Extension,Studio,24364.0,Bon état,55,33.578,-7.6419
Ferme Bretonne,Studio,24038.0,Bon état,52,33.549,-7.5944
Californie,Appartement,14966.0,Bon état,147,33.5731,-7.6298
Ain Diab,Appartement,24725.0,Bon état,182,33.5955,-7.684
Californie,Appartement,17079.0,Bon état,95,33.5731,-7.6298
Maarif Extension,Appartement,24545.0,Neuf,55,33.578,-7.6419
Ain Sebaa,Appartement,10062.0,Neuf,81,33.606,-7.544
Riviera,Appartement,21312.0,Bon état,80,33.5937,-7.6716
Ain Sebaa,Appartement,11387.0,Bon état,102,33.606,-7.544
Val Fleury,Appartement,15814.0,Bon état,129,33.565,-7.637
Belvedere,Appartement,12846.0,Bon état,123,33.5901,-7.5939
Sidi Maarouf,Appartement,12202.0,Neuf,119,33.5433,-7.6578
Palmier,Appartement,15253.0,Bon état,99,33.5784,-7.625
Maarif Extension,Appartement,16981.0,Bon état,78,33.578,-7.6419
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Ain Diab Extension,Appartement,15049.0,Bon état,103,33.598,-7.701
Ain Diab Extension,Appartement,15079.0,Bon état,126,33.598,-7.701
Californie,Appartement,16778.0,Neuf,171,33.5731,-7.6298
Gauthier,Appartement,13359.0,Bon état,262,33.5894,-7.6323
Ain Diab Extension,Villa,24886.0,Bon état,880,33.598,-7.701
Californie,Appartement,17442.0,Bon état,86,33.5731,-7.6298
Racine,Duplex,23684.0,Bon état,95,33.587,-7.6386
Beausejour,Appartement,12054.0,Bon état,112,33.591,-7.6251
Polo,Villa,9703.0,Bon état,1010,33.584,-7.652
Californie,Appartement,17050.0,Bon état,100,33.5731,-7.6298
Anfa,Appartement,27372.0,Bon état,137,33.5892,-7.6554
Maarif Extension,Appartement,16641.0,Bon état,131,33.578,-7.6419
Racine,Appartement,16129.0,Bon état,155,33.587,-7.6386
Ferme Bretonne,Appartement,26232.0,Neuf,69,33.549,-7.5944
Maarif,Studio,22297.0,Bon état,74,33.578,-7.63
Californie,Appartement,16914.0,Bon état,133,33.5731,-7.6298
Ain Sebaa,Appartement,11500.0,Neuf,102,33.606,-7.544
Val Fleury,Appartement,20556.0,Bon état,72,33.565,-7.637
Belvedere,Appartement,12462.0,Bon état,130,33.5901,-7.5939
Sidi Maarouf,Appartement,13445.0,Neuf,125,33.5433,-7.6578
Palmier,Appartement,18073.0,Bon état,96,33.5784,-7.625
Maarif Extension,Appartement,15878.0,Bon état,90,33.578,-7.6419
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Ain Diab Extension,Appartement,11502.0,Bon état,213,33.598,-7.701
Ain Diab Extension,Appartement,14286.0,Bon état,217,33.598,-7.701
Anfa,Appartement,25786.0,Bon état,159,33.5892,-7.6554
Ferme Bretonne,Appartement,27321.0,Bon état,56,33.549,-7.5944
Gauthier,Appartement,11278.0,Bon état,266,33.5894,-7.6323
Ain Diab,Appartement,28934.0,Bon état,197,33.5955,-7.684
Ain Diab Extension,Villa,1444.0,Bon état,450,33.598,-7.701
Nassim,Villa,7734.0,Bon état,640,33.575,-7.619
Ain Sebaa,Appartement,11341.0,Neuf,82,33.606,-7.544
Maarif Extension,Appartement,20702.0,Bon état,114,33.578,-7.6419
Californie,Appartement,20558.0,Bon état,52,33.5731,-7.6298
Anfa,Appartement,27219.0,Bon état,169,33.5892,-7.6554
Maarif Extension,Studio,24364.0,Bon état,55,33.578,-7.6419
Les Princesses,Appartement,15691.0,Bon état,188,33.582,-7.638
Les Princesses,Studio,27083.0,Neuf,48,33.582,-7.638
Maarif Extension,Appartement,13306.0,Bon état,124,33.578,-7.6419
Oasis,Studio,24684.0,Bon état,79,33.564,-7.6223
Gauthier,Appartement,16561.0,Bon état,157,33.5894,-7.6323
Ain Sebaa,Appartement,11500.0,Bon état,102,33.606,-7.544
Val Fleury,Appartement,18941.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,12393.0,Bon état,117,33.5901,-7.5939
Sidi Maarouf,Appartement,13515.0,Neuf,90,33.5433,-7.6578
Maarif Extension,Appartement,17126.0,Neuf,87,33.578,-7.6419
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Ain Diab Extension,Duplex,14167.0,Bon état,192,33.598,-7.701
Ain Diab Extension,Appartement,15079.0,Bon état,126,33.598,-7.701
Mers Sultan,Appartement,20233.0,Bon état,43,33.5921,-7.6024
Ferme Bretonne,Appartement,23585.0,Bon état,82,33.549,-7.5944
Les Princesses,Appartement,23625.0,Bon état,160,33.582,-7.638
Californie,Appartement,17020.0,Bon état,99,33.5731,-7.6298
Anfa,Appartement,27219.0,Bon état,169,33.5892,-7.6554
Salam,Villa,18487.0,A renover,476,33.5487,-7.6411
Gauthier,Appartement,19000.0,Bon état,200,33.5894,-7.6323
Gauthier,Appartement,13043.0,Bon état,138,33.5894,-7.6323
Mers Sultan,Studio,18049.0,Bon état,41,33.5921,-7.6024
Les Princesses,Appartement,11264.0,Bon état,91,33.582,-7.638
Sidi Maarouf,Appartement,13535.0,Neuf,106,33.5433,-7.6578
Ain Diab,Villa,18471.0,Bon état,785,33.5955,-7.684
Californie,Appartement,17214.0,Bon état,91,33.5731,-7.6298
Anfa,Appartement,25786.0,Bon état,159,33.5892,-7.6554
Sidi Moumen,Appartement,8011.0,Bon état,93,33.5895,-7.5178
Ain Diab Extension,Appartement,20000.0,Bon état,125,33.598,-7.701
Les Hopitaux,Studio,24583.0,Bon état,48,33.584,-7.598
Californie,Villa,19940.0,Bon état,1003,33.5731,-7.6298
Maarif,Appartement,14153.0,Bon état,189,33.578,-7.63
Californie,Villa,19000.0,Bon état,500,33.5731,-7.6298
Ain Sebaa,Appartement,11270.0,Bon état,124,33.606,-7.544
Val Fleury,Appartement,20000.0,Bon état,72,33.565,-7.637
Belvedere,Appartement,14074.0,Bon état,108,33.5901,-7.5939
Maarif Extension,Appartement,16768.0,Bon état,82,33.578,-7.6419
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Ain Diab Extension,Appartement,15748.0,Bon état,127,33.598,-7.701
Ain Diab Extension,Appartement,13725.0,Bon état,204,33.598,-7.701
Les Princesses,Studio,28889.0,Bon état,63,33.582,-7.638
Californie,Studio,18852.0,Bon état,61,33.5731,-7.6298
Anfa,Villa,20513.0,Bon état,585,33.5892,-7.6554
Racine,Appartement,21226.0,Bon état,212,33.587,-7.6386
Racine,Studio,27660.0,Bon état,47,33.587,-7.6386
Triangle d'Or,Appartement,14045.0,Bon état,267,33.592,-7.613
Ain Diab Extension,Appartement,14286.0,Bon état,217,33.598,-7.701
Ain Sebaa,Appartement,13024.0,Bon état,93,33.606,-7.544
Anfa,Appartement,27219.0,Bon état,169,33.5892,-7.6554
Californie,Villa,18750.0,Bon état,560,33.5731,-7.6298
Sidi Maarouf,Appartement,11264.0,Bon état,87,33.5433,-7.6578
Racine,Appartement,24000.0,Neuf,200,33.587,-7.6386
Maarif,Appartement,21000.0,Bon état,50,33.578,-7.63
Anfa,Appartement,25786.0,Bon état,159,33.5892,-7.6554
Sidi Moumen,Appartement,7449.0,Neuf,98,33.5895,-7.5178
Riviera,Appartement,22951.0,Bon état,61,33.5937,-7.6716
Maarif Extension,Appartement,19620.0,Neuf,79,33.578,-7.6419
Maarif Extension,Appartement,21667.0,Recent,90,33.578,-7.6419
Californie,Villa,16190.0,Bon état,1050,33.5731,-7.6298
Maarif,Appartement,14752.0,Bon état,101,33.578,-7.63
Ferme Bretonne,Appartement,15068.0,Bon état,146,33.549,-7.5944
Ain Sebaa,Appartement,11000.0,Bon état,122,33.606,-7.544
Val Fleury,Appartement,17176.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,13796.0,Bon état,108,33.5901,-7.5939
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Les Princesses,Studio,28571.0,Bon état,56,33.582,-7.638
Anfa,Studio,20930.0,Bon état,43,33.5892,-7.6554
Maarif,Appartement,19697.0,Neuf,66,33.578,-7.63
Maarif Extension,Appartement,23162.0,Bon état,117,33.578,-7.6419
Mers Sultan,Appartement,19302.0,Bon état,43,33.5921,-7.6024
Les Princesses,Appartement,25400.0,Neuf,50,33.582,-7.638
Palmier,Appartement,21014.0,Neuf,69,33.5784,-7.625
Palmier,Studio,26087.0,Neuf,46,33.5784,-7.625
Ain Diab Extension,Appartement,14237.0,Neuf,118,33.598,-7.701
Ain Sebaa,Appartement,13185.0,Bon état,76,33.606,-7.544
Palmier,Duplex,24038.0,Neuf,52,33.5784,-7.625
Maarif Extension,Appartement,13462.0,Recent,130,33.578,-7.6419
Ain Sebaa,Appartement,11854.0,Bon état,102,33.606,-7.544
Ain Diab Extension,Appartement,14176.0,Bon état,91,33.598,-7.701
Anfa,Appartement,26627.0,Bon état,169,33.5892,-7.6554
Sidi Moumen,Appartement,7692.0,Bon état,91,33.5895,-7.5178
Riviera,Appartement,22727.0,Bon état,66,33.5937,-7.6716
Maarif,Appartement,13641.0,Neuf,78,33.578,-7.63
Gauthier,Appartement,15000.0,Bon état,170,33.5894,-7.6323
Triangle d'Or,Appartement,15470.0,Bon état,181,33.592,-7.613
Ain Sebaa,Appartement,9335.0,Neuf,155,33.606,-7.544
Val Fleury,Appartement,20139.0,Bon état,72,33.565,-7.637
Belvedere,Appartement,11701.0,Bon état,147,33.5901,-7.5939
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Sidi Maarouf,Appartement,13515.0,Neuf,90,33.5433,-7.6578
Oulfa,Appartement,12366.0,Bon état,93,33.5368,-7.6572
Les Princesses,Studio,21667.0,Bon état,60,33.582,-7.638
Ain Sebaa,Appartement,11257.0,Bon état,88,33.606,-7.544
Ain Sebaa,Appartement,10062.0,Bon état,81,33.606,-7.544
Californie,Villa,19868.0,Bon état,453,33.5731,-7.6298
Maarif Extension,Duplex,12676.0,Bon état,142,33.578,-7.6419
Gauthier,Appartement,18519.0,Bon état,135,33.5894,-7.6323
Palmier,Studio,33158.0,Neuf,38,33.5784,-7.625
Les Princesses,Appartement,21778.0,Bon état,45,33.582,-7.638
Palmier,Studio,29762.0,Neuf,42,33.5784,-7.625
Anfa,Appartement,19091.0,Bon état,55,33.5892,-7.6554
Sidi Maarouf,Appartement,12374.0,Neuf,115,33.5433,-7.6578
Maarif Extension,Appartement,15699.0,Bon état,93,33.578,-7.6419
Ain Sebaa,Studio,14489.0,Bon état,92,33.606,-7.544
Maarif,Studio,22857.0,Neuf,42,33.578,-7.63
Les Hopitaux,Appartement,15625.0,Bon état,144,33.584,-7.598
Anfa,Appartement,25145.0,Bon état,173,33.5892,-7.6554
Sidi Moumen,Appartement,8315.0,Bon état,92,33.5895,-7.5178
Val Fleury,Appartement,18471.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,13065.0,Bon état,124,33.5901,-7.5939
Hay Hassani,Appartement,13214.0,Bon état,69,33.5559,-7.6694
Salam,Villa,19043.0,Bon état,470,33.5487,-7.6411
Ain Diab,Villa,20502.0,Bon état,2090,33.5955,-7.684
Ain Sebaa,Appartement,11500.0,Bon état,104,33.606,-7.544
Val Fleury,Appartement,18471.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,14120.0,Bon état,108,33.5901,-7.5939
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Triangle d'Or,Appartement,22741.0,A renover,343,33.592,-7.613
Racine,Appartement,25000.0,Recent,260,33.587,-7.6386
Ain Sebaa,Appartement,12294.0,Bon état,72,33.606,-7.544
Anfa,Duplex,20833.0,Bon état,120,33.5892,-7.6554
Maarif Extension,Appartement,19817.0,Bon état,164,33.578,-7.6419
Ain Diab,Appartement,27219.0,Bon état,169,33.5955,-7.684
Ain Sebaa,Appartement,10000.0,Bon état,80,33.606,-7.544
Ain Diab Extension,Appartement,13725.0,Bon état,204,33.598,-7.701
Oasis,Appartement,20923.0,Neuf,65,33.564,-7.6223
Anfa,Villa,15417.0,Bon état,960,33.5892,-7.6554
Mers Sultan,Studio,15273.0,Bon état,55,33.5921,-7.6024
Ain Diab Extension,Appartement,15079.0,Bon état,126,33.598,-7.701
Maarif Extension,Appartement,12967.0,Bon état,91,33.578,-7.6419
Val Fleury,Appartement,15725.0,Bon état,131,33.565,-7.637
Belvedere,Appartement,13978.0,Bon état,93,33.5901,-7.5939
Sidi Maarouf,Appartement,10024.0,Neuf,118,33.5433,-7.6578
Ain Sebaa,Appartement,19048.0,Bon état,42,33.606,-7.544
Ain Sebaa,Appartement,9500.0,Bon état,109,33.606,-7.544
Ain Sebaa,Appartement,11721.0,Bon état,104,33.606,-7.544
Val Fleury,Appartement,20139.0,Bon état,72,33.565,-7.637
Belvedere,Appartement,12893.0,Bon état,121,33.5901,-7.5939
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711
Californie,Appartement,15596.0,Bon état,109,33.5731,-7.6298
Maarif Extension,Appartement,15802.0,Recent,162,33.578,-7.6419
Californie,Villa,15333.0,Bon état,1500,33.5731,-7.6298
Ain Diab,Maison,28333.0,Bon état,300,33.5955,-7.684
Ain Diab,Villa,20399.0,Recent,451,33.5955,-7.684
Oulfa,Villa,8000.0,Bon état,350,33.5368,-7.6572
Ain Diab Extension,Appartement,13725.0,Bon état,204,33.598,-7.701
Californie,Appartement,19895.0,Neuf,191,33.5731,-7.6298
Gauthier,Appartement,23383.0,Bon état,201,33.5894,-7.6323
Ain Diab Extension,Villa,14441.0,A renover,367,33.598,-7.701
Oulfa,Appartement,101282.0,Bon état,78,33.5368,-7.6572
Polo,Villa,19118.0,Bon état,680,33.584,-7.652
Belvedere,Appartement,10000.0,Bon état,124,33.5901,-7.5939
Les Princesses,Appartement,13333.0,Bon état,150,33.582,-7.638
Maarif,Appartement,25000.0,Bon état,52,33.578,-7.63
Triangle d'Or,Appartement,16000.0,Bon état,100,33.592,-7.613
Val Fleury,Appartement,18706.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,12823.0,Bon état,124,33.5901,-7.5939
Sidi Maarouf,Appartement,13440.0,Neuf,123,33.5433,-7.6578
Ferme Bretonne,Appartement,27167.0,Bon état,60,33.549,-7.5944
Val Fleury,Appartement,18353.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,13146.0,Bon état,89,33.5901,-7.5939
Mers Sultan,Appartement,12438.0,Bon état,201,33.5921,-7.6024
Triangle d'Or,Appartement,20690.0,Bon état,116,33.592,-7.613
Gauthier,Appartement,16571.0,Bon état,175,33.5894,-7.6323
Racine,Appartement,22500.0,Bon état,120,33.587,-7.6386
Gauthier,Appartement,15349.0,Bon état,215,33.5894,-7.6323
Californie,Villa,18328.0,Bon état,682,33.5731,-7.6298
Ferme Bretonne,Duplex,22344.0,Bon état,64,33.549,-7.5944
Ferme Bretonne,Studio,22833.0,Bon état,60,33.549,-7.5944
Ferme Bretonne,Appartement,15972.0,Bon état,144,33.549,-7.5944
Bourgogne Ouest,Appartement,23684.0,Neuf,57,33.5895,-7.6156
Les Princesses,Appartement,24444.0,Neuf,45,33.582,-7.638
Les Princesses,Appartement,22642.0,Neuf,53,33.582,-7.638
Oasis,Appartement,22500.0,Bon état,40,33.564,-7.6223
Californie,Villa,43750.0,Bon état,400,33.5731,-7.6298
Les Princesses,Appartement,15038.0,Neuf,133,33.582,-7.638
Maarif Extension,Appartement,20290.0,Neuf,69,33.578,-7.6419
Ain Diab Extension,Appartement,13148.0,Bon état,270,33.598,-7.701
Palmier,Appartement,15714.0,Bon état,140,33.5784,-7.625
Les Princesses,Appartement,25000.0,Recent,80,33.582,-7.638
Val Fleury,Appartement,15152.0,Bon état,132,33.565,-7.637
Val Fleury,Appartement,20833.0,Bon état,72,33.565,-7.637
Belvedere,Appartement,10946.0,Bon état,148,33.5901,-7.5939
Hay Hassani,Appartement,13291.0,Bon état,76,33.5559,-7.6694
Sidi Maarouf,Appartement,13537.0,Neuf,105,33.5433,-7.6578
Ain Sebaa,Appartement,14483.0,Bon état,87,33.606,-7.544
Ferme Bretonne,Appartement,27321.0,Bon état,56,33.549,-7.5944
Ain Diab Extension,Appartement,14393.0,Bon état,173,33.598,-7.701
Belvedere,Appartement,14074.0,Bon état,108,33.5901,-7.5939
Racine,Appartement,16944.0,Bon état,180,33.587,-7.6386
Maarif Extension,Appartement,20714.0,Neuf,70,33.578,-7.6419
Racine,Appartement,23585.0,Recent,159,33.587,-7.6386
Anfa Superieur,Villa,24645.0,Bon état,1197,33.5936,-7.6623
Gauthier,Appartement,12941.0,Bon état,170,33.5894,-7.6323
Polo,Villa,13200.0,Bon état,500,33.584,-7.652
Ain Diab,Villa,16209.0,Bon état,1820,33.5955,-7.684
Salam,Appartement,19231.0,Bon état,130,33.5487,-7.6411
Anfa,Appartement,13584.0,Bon état,293,33.5892,-7.6554
Racine,Appartement,16450.0,Bon état,231,33.587,-7.6386
Ain Diab,Villa,23636.0,Bon état,1100,33.5955,-7.684
Salam,Villa,9375.0,A renover,1120,33.5487,-7.6411
Ain Diab,Villa,14354.0,Bon état,836,33.5955,-7.684
Bourgogne Ouest,Appartement,19118.0,Neuf,136,33.5895,-7.6156
Ain Diab,Appartement,18211.0,Bon état,313,33.5955,-7.684
Triangle d'Or,Appartement,15025.0,Bon état,1797,33.592,-7.613
Ain Diab,Villa,23622.0,Bon état,1016,33.5955,-7.684
Anfa,Appartement,12000.0,Bon état,165,33.5892,-7.6554
Anfa,Duplex,13971.0,Bon état,408,33.5892,-7.6554
Val Fleury,Appartement,19176.0,Bon état,85,33.565,-7.637
Belvedere,Appartement,13333.0,Bon état,105,33.5901,-7.5939
Sidi Maarouf,Appartement,12357.0,Neuf,118,33.5433,-7.6578
Ain Diab Extension,Appartement,14416.0,Bon état,231,33.598,-7.701
Californie,Studio,18852.0,Bon état,61,33.5731,-7.6298
Les Princesses,Appartement,22867.0,Bon état,150,33.582,-7.638
Belvedere,Appartement,13889.0,Bon état,108,33.5901,-7.5939
Gauthier,Appartement,13333.0,Bon état,240,33.5894,-7.6323
Ferme Bretonne,Appartement,16387.0,Bon état,119,33.549,-7.5944
Triangle d'Or,Appartement,21951.0,Neuf,205,33.592,-7.613
Anfa,Villa,22727.0,Recent,374,33.5892,-7.6554
Anfa Superieur,Appartement,30000.0,Bon état,60,33.5936,-7.6623
Ain Diab Extension,Appartement,18000.0,Bon état,175,33.598,-7.701
Ain Sebaa,Appartement,8500.0,Bon état,108,33.606,-7.544
Ferme Bretonne,Appartement,20891.0,Neuf,96,33.549,-7.5944
